Frame,Visibility,X,Y,Time
1349,0,0,0,00:00:44.96666666666667
1350,0,0,0,00:00:45.0
1351,0,0,0,00:00:45.03333333333333
1352,0,0,0,00:00:45.06666666666666
1353,0,0,0,00:00:45.1
1354,0,0,0,00:00:45.13333333333333
1355,0,0,0,00:00:45.166666666666664
1356,0,0,0,00:00:45.2
1357,0,0,0,00:00:45.233333333333334
1358,0,0,0,00:00:45.266666666666666
1359,0,0,0,00:00:45.3
1360,0,0,0,00:00:45.333333333333336
1361,0,0,0,00:00:45.36666666666667
1362,0,0,0,00:00:45.4
1363,0,0,0,00:00:45.43333333333333
1364,0,0,0,00:00:45.46666666666667
1365,0,0,0,00:00:45.5
1366,0,0,0,00:00:45.53333333333333
1367,0,0,0,00:00:45.56666666666666
1368,0,0,0,00:00:45.6
1369,0,0,0,00:00:45.63333333333333
1370,0,0,0,00:00:45.666666666666664
1371,0,0,0,00:00:45.7
1372,0,0,0,00:00:45.733333333333334
1373,0,0,0,00:00:45.766666666666666
1374,0,0,0,00:00:45.8
1375,0,0,0,00:00:45.833333333333336
1376,0,0,0,00:00:45.86666666666667
1377,0,0,0,00:00:45.9
1378,0,0,0,00:00:45.93333333333333
1379,0,0,0,00:00:45.96666666666667
1380,0,0,0,00:00:46.0
1381,0,0,0,00:00:46.03333333333333
1382,0,0,0,00:00:46.06666666666666
1383,0,0,0,00:00:46.1
1384,0,0,0,00:00:46.13333333333333
1385,0,0,0,00:00:46.166666666666664
1386,0,0,0,00:00:46.2
1387,0,0,0,00:00:46.233333333333334
1388,0,0,0,00:00:46.266666666666666
1389,0,0,0,00:00:46.3
1390,0,0,0,00:00:46.333333333333336
1391,0,0,0,00:00:46.36666666666667
1392,0,0,0,00:00:46.4
1393,0,0,0,00:00:46.43333333333333
1394,0,0,0,00:00:46.46666666666667
1395,0,0,0,00:00:46.5
1396,0,0,0,00:00:46.53333333333333
1397,0,0,0,00:00:46.56666666666666
1398,0,0,0,00:00:46.6
1399,0,0,0,00:00:46.63333333333333
1400,0,0,0,00:00:46.666666666666664
1401,0,0,0,00:00:46.7
1402,0,0,0,00:00:46.733333333333334
1403,0,0,0,00:00:46.766666666666666
1404,0,0,0,00:00:46.8
1405,0,0,0,00:00:46.833333333333336
1406,0,0,0,00:00:46.86666666666667
1407,0,0,0,00:00:46.9
1408,0,0,0,00:00:46.93333333333333
1409,0,0,0,00:00:46.96666666666667
1410,0,0,0,00:00:47.0
1411,0,0,0,00:00:47.03333333333333
1412,1,702,356,00:00:47.06666666666666
1413,1,698,326,00:00:47.1
1414,1,696,307,00:00:47.13333333333333
1415,1,695,288,00:00:47.166666666666664
1416,1,691,267,00:00:47.2
1417,1,691,251,00:00:47.233333333333334
1418,1,688,236,00:00:47.266666666666666
1419,1,686,220,00:00:47.3
1420,1,683,207,00:00:47.333333333333336
1421,1,681,193,00:00:47.36666666666667
1422,1,680,183,00:00:47.4
1423,1,677,172,00:00:47.43333333333333
1424,1,676,162,00:00:47.46666666666667
1425,1,673,153,00:00:47.5
1426,1,671,145,00:00:47.53333333333333
1427,1,671,136,00:00:47.56666666666666
1428,1,667,132,00:00:47.6
1429,1,666,126,00:00:47.63333333333333
1430,1,665,120,00:00:47.666666666666664
1431,1,661,116,00:00:47.7
1432,1,660,113,00:00:47.733333333333334
1433,1,657,110,00:00:47.766666666666666
1434,1,656,110,00:00:47.8
1435,1,653,108,00:00:47.833333333333336
1436,1,650,108,00:00:47.86666666666667
1437,1,648,111,00:00:47.9
1438,1,646,112,00:00:47.93333333333333
1439,1,643,116,00:00:47.96666666666667
1440,1,641,121,00:00:48.0
1441,1,637,127,00:00:48.03333333333333
1442,1,635,133,00:00:48.06666666666666
1443,1,632,141,00:00:48.1
1444,1,630,151,00:00:48.13333333333333
1445,1,628,161,00:00:48.166666666666664
1446,1,626,173,00:00:48.2
1447,1,623,185,00:00:48.233333333333334
1448,1,621,198,00:00:48.266666666666666
1449,1,618,211,00:00:48.3
1450,1,616,226,00:00:48.333333333333336
1451,1,613,243,00:00:48.36666666666667
1452,1,611,258,00:00:48.4
1453,1,608,278,00:00:48.43333333333333
1454,1,608,296,00:00:48.46666666666667
1455,1,606,315,00:00:48.5
1456,1,616,321,00:00:48.53333333333333
1457,1,632,297,00:00:48.56666666666666
1458,1,648,278,00:00:48.6
1459,1,660,270,00:00:48.63333333333333
1460,1,668,261,00:00:48.666666666666664
1461,1,676,253,00:00:48.7
1462,1,681,250,00:00:48.733333333333334
1463,1,686,246,00:00:48.766666666666666
1464,1,692,246,00:00:48.8
1465,1,696,245,00:00:48.833333333333336
1466,1,700,243,00:00:48.86666666666667
1467,1,703,243,00:00:48.9
1468,1,706,246,00:00:48.93333333333333
1469,1,708,246,00:00:48.96666666666667
1470,1,711,248,00:00:49.0
1471,1,713,251,00:00:49.03333333333333
1472,1,716,255,00:00:49.06666666666666
1473,1,717,257,00:00:49.1
1474,1,721,261,00:00:49.13333333333333
1475,1,722,266,00:00:49.166666666666664
1476,1,725,270,00:00:49.2
1477,1,726,275,00:00:49.233333333333334
1478,1,728,280,00:00:49.266666666666666
1479,1,731,286,00:00:49.3
1480,1,731,291,00:00:49.333333333333336
1481,1,732,296,00:00:49.36666666666667
1482,1,733,302,00:00:49.4
1483,1,736,308,00:00:49.43333333333333
1484,1,737,315,00:00:49.46666666666667
1485,1,738,321,00:00:49.5
1486,1,741,328,00:00:49.53333333333333
1487,1,741,336,00:00:49.56666666666666
1488,1,741,341,00:00:49.6
1489,1,735,326,00:00:49.63333333333333
1490,1,728,305,00:00:49.666666666666664
1491,1,722,282,00:00:49.7
1492,1,716,263,00:00:49.733333333333334
1493,1,710,246,00:00:49.766666666666666
1494,1,703,230,00:00:49.8
1495,1,698,215,00:00:49.833333333333336
1496,1,693,202,00:00:49.86666666666667
1497,1,688,191,00:00:49.9
1498,1,682,177,00:00:49.93333333333333
1499,1,677,166,00:00:49.96666666666667
1500,1,672,157,00:00:50.0
1501,1,666,148,00:00:50.03333333333333
1502,1,662,141,00:00:50.06666666666666
1503,1,658,132,00:00:50.1
1504,1,652,126,00:00:50.13333333333333
1505,1,648,121,00:00:50.166666666666664
1506,1,643,116,00:00:50.2
1507,1,638,111,00:00:50.233333333333334
1508,1,633,107,00:00:50.266666666666666
1509,1,628,106,00:00:50.3
1510,1,623,103,00:00:50.333333333333336
1511,1,618,101,00:00:50.36666666666667
1512,1,613,102,00:00:50.4
1513,1,608,103,00:00:50.43333333333333
1514,1,603,106,00:00:50.46666666666667
1515,1,598,107,00:00:50.5
1516,1,592,111,00:00:50.53333333333333
1517,1,588,116,00:00:50.56666666666666
1518,1,583,121,00:00:50.6
1519,1,578,128,00:00:50.63333333333333
1520,1,573,135,00:00:50.666666666666664
1521,1,568,141,00:00:50.7
1522,1,563,151,00:00:50.733333333333334
1523,1,560,161,00:00:50.766666666666666
1524,1,556,171,00:00:50.8
1525,1,551,182,00:00:50.833333333333336
1526,1,546,196,00:00:50.86666666666667
1527,1,543,208,00:00:50.9
1528,1,537,221,00:00:50.93333333333333
1529,1,536,233,00:00:50.96666666666667
1530,0,0,0,00:00:51.0
1531,1,526,268,00:00:51.03333333333333
1532,1,523,285,00:00:51.06666666666666
1533,1,520,300,00:00:51.1
1534,1,516,318,00:00:51.13333333333333
1535,1,512,337,00:00:51.166666666666664
1536,1,515,347,00:00:51.2
1537,1,532,326,00:00:51.233333333333334
1538,1,547,300,00:00:51.266666666666666
1539,1,563,278,00:00:51.3
1540,1,573,265,00:00:51.333333333333336
1541,1,582,252,00:00:51.36666666666667
1542,1,590,242,00:00:51.4
1543,1,597,236,00:00:51.43333333333333
1544,1,603,228,00:00:51.46666666666667
1545,1,608,223,00:00:51.5
1546,1,613,221,00:00:51.53333333333333
1547,1,617,218,00:00:51.56666666666666
1548,1,621,216,00:00:51.6
1549,1,626,216,00:00:51.63333333333333
1550,1,628,216,00:00:51.666666666666664
1551,1,631,216,00:00:51.699999999999996
1552,1,635,218,00:00:51.733333333333334
1553,1,638,220,00:00:51.766666666666666
1554,1,641,221,00:00:51.8
1555,1,643,225,00:00:51.833333333333336
1556,1,646,227,00:00:51.86666666666667
1557,1,648,231,00:00:51.9
1558,1,651,236,00:00:51.93333333333333
1559,1,653,240,00:00:51.96666666666667
1560,1,656,245,00:00:52.0
1561,1,658,250,00:00:52.03333333333333
1562,1,661,255,00:00:52.06666666666666
1563,1,661,261,00:00:52.1
1564,1,665,267,00:00:52.13333333333333
1565,1,666,273,00:00:52.166666666666664
1566,1,668,280,00:00:52.199999999999996
1567,1,670,286,00:00:52.233333333333334
1568,1,671,293,00:00:52.266666666666666
1569,1,673,301,00:00:52.3
1570,1,675,308,00:00:52.333333333333336
1571,1,675,316,00:00:52.36666666666667
1572,1,676,325,00:00:52.4
1573,1,678,332,00:00:52.43333333333333
1574,1,680,340,00:00:52.46666666666667
1575,1,681,348,00:00:52.5
1576,1,683,356,00:00:52.53333333333333
1577,1,686,362,00:00:52.56666666666666
1578,1,687,351,00:00:52.6
1579,1,690,343,00:00:52.63333333333333
1580,1,693,338,00:00:52.666666666666664
1581,1,698,331,00:00:52.699999999999996
1582,1,701,327,00:00:52.733333333333334
1583,1,706,323,00:00:52.766666666666666
1584,1,710,320,00:00:52.8
1585,1,713,317,00:00:52.833333333333336
1586,1,716,316,00:00:52.86666666666667
1587,1,722,315,00:00:52.9
1588,1,726,315,00:00:52.93333333333333
1589,1,728,315,00:00:52.96666666666667
1590,1,732,316,00:00:53.0
1591,1,736,317,00:00:53.03333333333333
1592,1,741,321,00:00:53.06666666666666
1593,1,743,326,00:00:53.1
1594,1,748,331,00:00:53.13333333333333
1595,1,751,336,00:00:53.166666666666664
1596,1,756,341,00:00:53.199999999999996
1597,1,760,350,00:00:53.233333333333334
1598,1,762,358,00:00:53.266666666666666
1599,1,766,368,00:00:53.3
1600,1,771,378,00:00:53.333333333333336
1601,1,773,391,00:00:53.36666666666667
1602,1,776,405,00:00:53.4
1603,1,781,417,00:00:53.43333333333333
1604,1,785,432,00:00:53.46666666666667
1605,1,787,447,00:00:53.5
1606,1,791,463,00:00:53.53333333333333
1607,1,793,480,00:00:53.56666666666666
1608,1,780,453,00:00:53.6
1609,1,771,415,00:00:53.63333333333333
1610,1,771,401,00:00:53.666666666666664
1611,1,752,357,00:00:53.699999999999996
1612,1,746,338,00:00:53.733333333333334
1613,1,741,322,00:00:53.766666666666666
1614,1,736,311,00:00:53.8
1615,1,731,298,00:00:53.833333333333336
1616,1,727,291,00:00:53.86666666666667
1617,1,723,283,00:00:53.9
1618,1,721,277,00:00:53.93333333333333
1619,1,718,273,00:00:53.96666666666667
1620,1,716,268,00:00:54.0
1621,1,713,266,00:00:54.03333333333333
1622,1,711,266,00:00:54.06666666666666
1623,1,708,266,00:00:54.1
1624,1,706,263,00:00:54.13333333333333
1625,1,706,265,00:00:54.166666666666664
1626,1,703,265,00:00:54.199999999999996
1627,1,703,266,00:00:54.233333333333334
1628,1,701,268,00:00:54.266666666666666
1629,1,701,271,00:00:54.3
1630,1,698,276,00:00:54.333333333333336
1631,1,698,278,00:00:54.36666666666667
1632,1,697,281,00:00:54.4
1633,1,696,286,00:00:54.43333333333333
1634,1,696,291,00:00:54.46666666666667
1635,1,696,297,00:00:54.5
1636,1,695,303,00:00:54.53333333333333
1637,1,693,308,00:00:54.56666666666666
1638,1,693,316,00:00:54.6
1639,1,693,321,00:00:54.63333333333333
1640,1,693,328,00:00:54.666666666666664
1641,1,693,336,00:00:54.699999999999996
1642,1,692,343,00:00:54.733333333333334
1643,1,692,351,00:00:54.766666666666666
1644,1,691,356,00:00:54.8
1645,1,690,345,00:00:54.833333333333336
1646,1,688,331,00:00:54.86666666666667
1647,1,686,316,00:00:54.9
1648,1,687,305,00:00:54.93333333333333
1649,1,687,293,00:00:54.96666666666667
1650,1,686,283,00:00:55.0
1651,1,686,273,00:00:55.03333333333333
1652,1,686,263,00:00:55.06666666666666
1653,1,685,258,00:00:55.1
1654,1,685,250,00:00:55.13333333333333
1655,1,685,243,00:00:55.166666666666664
1656,1,685,238,00:00:55.199999999999996
1657,1,683,235,00:00:55.233333333333334
1658,1,683,231,00:00:55.266666666666666
1659,1,683,228,00:00:55.3
1660,1,682,226,00:00:55.333333333333336
1661,1,682,225,00:00:55.36666666666667
1662,1,681,223,00:00:55.4
1663,1,681,225,00:00:55.43333333333333
1664,1,681,227,00:00:55.46666666666667
1665,1,680,230,00:00:55.5
1666,1,678,233,00:00:55.53333333333333
1667,1,678,238,00:00:55.56666666666666
1668,1,678,245,00:00:55.6
1669,1,676,251,00:00:55.63333333333333
1670,1,676,261,00:00:55.666666666666664
1671,1,676,271,00:00:55.699999999999996
1672,1,673,281,00:00:55.733333333333334
1673,1,673,293,00:00:55.766666666666666
1674,1,671,306,00:00:55.8
1675,1,672,320,00:00:55.833333333333336
1676,0,0,0,00:00:55.86666666666667
1677,1,677,281,00:00:55.9
1678,1,683,273,00:00:55.93333333333333
1679,1,686,266,00:00:55.96666666666667
1680,1,688,263,00:00:56.0
1681,1,690,260,00:00:56.03333333333333
1682,1,691,257,00:00:56.06666666666666
1683,1,692,256,00:00:56.1
1684,1,695,256,00:00:56.13333333333333
1685,1,696,256,00:00:56.166666666666664
1686,1,696,257,00:00:56.199999999999996
1687,1,698,258,00:00:56.233333333333334
1688,1,701,261,00:00:56.266666666666666
1689,1,701,263,00:00:56.3
1690,1,701,266,00:00:56.333333333333336
1691,1,701,270,00:00:56.36666666666667
1692,1,702,272,00:00:56.4
1693,1,703,276,00:00:56.43333333333333
1694,1,706,281,00:00:56.46666666666667
1695,1,706,286,00:00:56.5
1696,1,706,291,00:00:56.53333333333333
1697,1,706,296,00:00:56.56666666666666
1698,1,707,301,00:00:56.6
1699,1,708,306,00:00:56.63333333333333
1700,1,708,311,00:00:56.666666666666664
1701,1,710,318,00:00:56.699999999999996
1702,1,711,325,00:00:56.733333333333334
1703,1,711,331,00:00:56.766666666666666
1704,1,711,336,00:00:56.8
1705,1,712,342,00:00:56.833333333333336
1706,1,715,345,00:00:56.86666666666667
1707,1,718,322,00:00:56.9
1708,1,723,306,00:00:56.93333333333333
1709,1,726,292,00:00:56.96666666666667
1710,1,723,278,00:00:57.0
1711,1,726,267,00:00:57.03333333333333
1712,1,726,258,00:00:57.06666666666666
1713,1,728,246,00:00:57.1
1714,1,731,238,00:00:57.13333333333333
1715,1,731,231,00:00:57.166666666666664
1716,1,733,223,00:00:57.199999999999996
1717,1,736,216,00:00:57.233333333333334
1718,1,736,211,00:00:57.266666666666666
1719,1,738,206,00:00:57.3
1720,1,738,201,00:00:57.333333333333336
1721,1,741,196,00:00:57.36666666666667
1722,1,741,193,00:00:57.4
1723,1,742,191,00:00:57.43333333333333
1724,1,743,188,00:00:57.46666666666667
1725,1,743,187,00:00:57.5
1726,1,746,186,00:00:57.53333333333333
1727,1,747,186,00:00:57.56666666666666
1728,1,746,187,00:00:57.6
1729,1,748,191,00:00:57.63333333333333
1730,1,750,192,00:00:57.666666666666664
1731,1,750,196,00:00:57.699999999999996
1732,1,751,201,00:00:57.733333333333334
1733,1,751,206,00:00:57.766666666666666
1734,1,751,211,00:00:57.8
1735,1,751,218,00:00:57.833333333333336
1736,1,752,226,00:00:57.86666666666667
1737,1,753,233,00:00:57.9
1738,1,753,243,00:00:57.93333333333333
1739,1,753,253,00:00:57.96666666666667
1740,1,755,265,00:00:58.0
1741,1,756,276,00:00:58.03333333333333
1742,1,756,286,00:00:58.06666666666666
1743,1,756,298,00:00:58.1
1744,1,756,311,00:00:58.13333333333333
1745,1,756,326,00:00:58.166666666666664
1746,1,756,341,00:00:58.199999999999996
1747,1,757,356,00:00:58.233333333333334
1748,1,758,370,00:00:58.266666666666666
1749,1,757,382,00:00:58.3
1750,0,0,0,00:00:58.333333333333336
1751,1,760,416,00:00:58.36666666666667
1752,0,0,0,00:00:58.4
1753,0,0,0,00:00:58.43333333333333
1754,0,0,0,00:00:58.46666666666667
1755,1,718,355,00:00:58.5
1756,1,708,337,00:00:58.53333333333333
1757,1,700,325,00:00:58.56666666666666
1758,1,691,312,00:00:58.6
1759,1,683,303,00:00:58.63333333333333
1760,1,678,295,00:00:58.666666666666664
1761,1,671,287,00:00:58.699999999999996
1762,1,666,281,00:00:58.733333333333334
1763,1,662,278,00:00:58.766666666666666
1764,1,657,276,00:00:58.8
1765,1,653,271,00:00:58.833333333333336
1766,1,648,270,00:00:58.86666666666667
1767,1,646,271,00:00:58.9
1768,1,642,270,00:00:58.93333333333333
1769,1,640,271,00:00:58.96666666666667
1770,1,636,271,00:00:59.0
1771,1,632,272,00:00:59.03333333333333
1772,1,631,276,00:00:59.06666666666666
1773,1,627,277,00:00:59.1
1774,1,626,281,00:00:59.13333333333333
1775,1,623,283,00:00:59.166666666666664
1776,1,621,288,00:00:59.199999999999996
1777,1,618,293,00:00:59.233333333333334
1778,1,616,298,00:00:59.266666666666666
1779,1,616,305,00:00:59.3
1780,1,615,311,00:00:59.333333333333336
1781,1,613,316,00:00:59.36666666666667
1782,1,611,323,00:00:59.4
1783,1,610,331,00:00:59.43333333333333
1784,1,608,336,00:00:59.46666666666667
1785,1,606,345,00:00:59.5
1786,1,606,352,00:00:59.53333333333333
1787,1,605,361,00:00:59.56666666666666
1788,1,603,368,00:00:59.6
1789,1,603,376,00:00:59.63333333333333
1790,1,603,386,00:00:59.666666666666664
1791,1,601,393,00:00:59.699999999999996
1792,1,601,401,00:00:59.733333333333334
1793,1,601,411,00:00:59.766666666666666
1794,1,600,418,00:00:59.8
1795,1,598,430,00:00:59.833333333333336
1796,1,596,436,00:00:59.86666666666667
1797,0,0,0,00:00:59.9
1798,0,0,0,00:00:59.93333333333333
1799,0,0,0,00:00:59.96666666666667
1800,1,611,340,00:01:00.0
1801,1,611,320,00:01:00.03333333333333144
1802,1,613,302,00:01:00.06666666666666288
1803,1,616,285,00:01:00.10000000000000142
1804,1,618,268,00:01:00.13333333333333286
1805,1,621,253,00:01:00.1666666666666643
1806,1,623,241,00:01:00.19999999999999574
1807,1,625,230,00:01:00.23333333333333428
1808,1,626,218,00:01:00.2666666666666657
1809,1,628,208,00:01:00.29999999999999716
1810,1,631,198,00:01:00.3333333333333357
1811,1,631,188,00:01:00.36666666666666714
1812,1,633,181,00:01:00.3999999999999986
1813,1,636,173,00:01:00.43333333333333
1814,1,636,168,00:01:00.46666666666666856
1815,1,638,161,00:01:00.5
1816,1,641,156,00:01:00.5333333333333314
1817,1,641,153,00:01:00.5666666666666629
1818,1,643,151,00:01:00.6000000000000014
1819,1,646,147,00:01:00.6333333333333329
1820,1,646,146,00:01:00.6666666666666643
1821,1,647,146,00:01:00.6999999999999957
1822,1,650,145,00:01:00.7333333333333343
1823,1,652,146,00:01:00.7666666666666657
1824,1,651,148,00:01:00.7999999999999972
1825,1,653,151,00:01:00.8333333333333357
1826,1,653,156,00:01:00.8666666666666671
1827,1,656,161,00:01:00.8999999999999986
1828,1,656,166,00:01:00.93333333333333
1829,1,658,173,00:01:00.9666666666666686
1830,1,658,181,00:01:01.0
1831,1,658,190,00:01:01.0333333333333314
1832,1,661,198,00:01:01.0666666666666629
1833,1,661,211,00:01:01.1000000000000014
1834,1,661,223,00:01:01.1333333333333329
1835,1,662,236,00:01:01.1666666666666643
1836,1,663,250,00:01:01.1999999999999957
1837,1,663,263,00:01:01.2333333333333343
1838,1,666,278,00:01:01.2666666666666657
1839,1,666,296,00:01:01.2999999999999972
1840,1,666,311,00:01:01.3333333333333357
1841,1,667,330,00:01:01.3666666666666671
1842,1,672,345,00:01:01.3999999999999986
1843,1,691,337,00:01:01.43333333333333
1844,1,706,322,00:01:01.4666666666666686
1845,1,718,315,00:01:01.5
1846,1,728,307,00:01:01.5333333333333314
1847,1,736,303,00:01:01.5666666666666629
1848,1,742,301,00:01:01.6000000000000014
1849,1,748,298,00:01:01.6333333333333329
1850,1,751,297,00:01:01.6666666666666643
1851,1,756,296,00:01:01.6999999999999957
1852,1,760,298,00:01:01.7333333333333343
1853,1,763,298,00:01:01.7666666666666657
1854,1,766,301,00:01:01.7999999999999972
1855,1,768,302,00:01:01.8333333333333357
1856,1,771,306,00:01:01.8666666666666671
1857,1,773,307,00:01:01.8999999999999986
1858,1,776,311,00:01:01.93333333333333
1859,1,777,315,00:01:01.9666666666666686
1860,1,781,318,00:01:02.0
1861,1,781,322,00:01:02.0333333333333314
1862,1,783,326,00:01:02.066666666666663
1863,1,785,331,00:01:02.1000000000000014
1864,1,786,336,00:01:02.133333333333333
1865,1,788,341,00:01:02.1666666666666643
1866,1,790,347,00:01:02.1999999999999957
1867,1,791,352,00:01:02.2333333333333343
1868,1,791,358,00:01:02.2666666666666657
1869,1,793,366,00:01:02.299999999999997
1870,1,795,371,00:01:02.3333333333333357
1871,1,797,377,00:01:02.366666666666667
1872,0,0,0,00:01:02.3999999999999986
1873,0,0,0,00:01:02.43333333333333
1874,1,803,395,00:01:02.4666666666666686
1875,0,0,0,00:01:02.5
1876,0,0,0,00:01:02.5333333333333314
1877,0,0,0,00:01:02.566666666666663
1878,0,0,0,00:01:02.6000000000000014
1879,0,0,0,00:01:02.633333333333333
1880,0,0,0,00:01:02.6666666666666643
1881,1,807,452,00:01:02.6999999999999957
1882,1,807,457,00:01:02.7333333333333343
1883,1,808,463,00:01:02.7666666666666657
1884,0,0,0,00:01:02.799999999999997
1885,0,0,0,00:01:02.8333333333333357
1886,0,0,0,00:01:02.866666666666667
1887,0,0,0,00:01:02.8999999999999986
1888,0,0,0,00:01:02.93333333333333
1889,0,0,0,00:01:02.9666666666666686
1890,0,0,0,00:01:03.0
1891,0,0,0,00:01:03.0333333333333314
1892,0,0,0,00:01:03.066666666666663
1893,0,0,0,00:01:03.1000000000000014
1894,0,0,0,00:01:03.133333333333333
1895,0,0,0,00:01:03.1666666666666643
1896,1,805,458,00:01:03.1999999999999957
1897,1,805,460,00:01:03.2333333333333343
1898,1,805,462,00:01:03.2666666666666657
1899,0,0,0,00:01:03.299999999999997
1900,0,0,0,00:01:03.3333333333333357
1901,0,0,0,00:01:03.366666666666667
1902,0,0,0,00:01:03.3999999999999986
1903,0,0,0,00:01:03.43333333333333
1904,0,0,0,00:01:03.4666666666666686
1905,0,0,0,00:01:03.5
1906,0,0,0,00:01:03.5333333333333314
1907,0,0,0,00:01:03.566666666666663
1908,0,0,0,00:01:03.6000000000000014
1909,0,0,0,00:01:03.633333333333333
1910,0,0,0,00:01:03.6666666666666643
1911,0,0,0,00:01:03.6999999999999957
1912,0,0,0,00:01:03.7333333333333343
1913,0,0,0,00:01:03.7666666666666657
1914,0,0,0,00:01:03.799999999999997
1915,0,0,0,00:01:03.8333333333333357
1916,0,0,0,00:01:03.866666666666667
1917,0,0,0,00:01:03.8999999999999986
1918,0,0,0,00:01:03.93333333333333
1919,0,0,0,00:01:03.9666666666666686
1920,0,0,0,00:01:04.0
1921,0,0,0,00:01:04.033333333333331
1922,0,0,0,00:01:04.066666666666663
1923,0,0,0,00:01:04.099999999999994
1924,0,0,0,00:01:04.133333333333326
1925,0,0,0,00:01:04.166666666666671
1926,0,0,0,00:01:04.200000000000003
1927,0,0,0,00:01:04.233333333333334
1928,0,0,0,00:01:04.266666666666666
1929,0,0,0,00:01:04.299999999999997
1930,0,0,0,00:01:04.333333333333329
1931,0,0,0,00:01:04.36666666666666
1932,0,0,0,00:01:04.400000000000006
1933,0,0,0,00:01:04.433333333333337
1934,0,0,0,00:01:04.466666666666669
1935,0,0,0,00:01:04.5
1936,0,0,0,00:01:04.533333333333331
1937,0,0,0,00:01:04.566666666666663
1938,0,0,0,00:01:04.599999999999994
1939,0,0,0,00:01:04.633333333333326
1940,0,0,0,00:01:04.666666666666671
1941,0,0,0,00:01:04.700000000000003
1942,0,0,0,00:01:04.733333333333334
1943,0,0,0,00:01:04.766666666666666
1944,0,0,0,00:01:04.799999999999997
1945,0,0,0,00:01:04.833333333333329
1946,0,0,0,00:01:04.86666666666666
1947,0,0,0,00:01:04.900000000000006
1948,0,0,0,00:01:04.933333333333337
1949,0,0,0,00:01:04.966666666666669
1950,0,0,0,00:01:05.0
1951,0,0,0,00:01:05.033333333333331
1952,0,0,0,00:01:05.066666666666663
1953,0,0,0,00:01:05.099999999999994
1954,0,0,0,00:01:05.133333333333326
1955,0,0,0,00:01:05.166666666666671
1956,0,0,0,00:01:05.200000000000003
1957,0,0,0,00:01:05.233333333333334
1958,0,0,0,00:01:05.266666666666666
1959,0,0,0,00:01:05.299999999999997
1960,0,0,0,00:01:05.333333333333329
1961,0,0,0,00:01:05.36666666666666
1962,0,0,0,00:01:05.400000000000006
1963,0,0,0,00:01:05.433333333333337
1964,0,0,0,00:01:05.466666666666669
1965,0,0,0,00:01:05.5
1966,0,0,0,00:01:05.533333333333331
1967,0,0,0,00:01:05.566666666666663
1968,0,0,0,00:01:05.599999999999994
1969,0,0,0,00:01:05.633333333333326
1970,0,0,0,00:01:05.666666666666671
1971,0,0,0,00:01:05.700000000000003
1972,0,0,0,00:01:05.733333333333334
1973,0,0,0,00:01:05.766666666666666
1974,0,0,0,00:01:05.799999999999997
1975,0,0,0,00:01:05.833333333333329
1976,0,0,0,00:01:05.86666666666666
1977,0,0,0,00:01:05.900000000000006
1978,0,0,0,00:01:05.933333333333337
1979,0,0,0,00:01:05.966666666666669
1980,0,0,0,00:01:06.0
1981,0,0,0,00:01:06.033333333333331
1982,0,0,0,00:01:06.066666666666663
1983,0,0,0,00:01:06.099999999999994
1984,0,0,0,00:01:06.133333333333326
1985,0,0,0,00:01:06.166666666666671
1986,0,0,0,00:01:06.200000000000003
1987,0,0,0,00:01:06.233333333333334
1988,0,0,0,00:01:06.266666666666666
1989,0,0,0,00:01:06.299999999999997
1990,0,0,0,00:01:06.333333333333329
1991,0,0,0,00:01:06.36666666666666
1992,0,0,0,00:01:06.400000000000006
1993,0,0,0,00:01:06.433333333333337
1994,0,0,0,00:01:06.466666666666669
1995,0,0,0,00:01:06.5
1996,0,0,0,00:01:06.533333333333331
1997,0,0,0,00:01:06.566666666666663
1998,0,0,0,00:01:06.599999999999994
1999,0,0,0,00:01:06.633333333333326
2000,0,0,0,00:01:06.666666666666671
2001,0,0,0,00:01:06.700000000000003
2002,0,0,0,00:01:06.733333333333334
2003,0,0,0,00:01:06.766666666666666
2004,0,0,0,00:01:06.799999999999997
2005,0,0,0,00:01:06.833333333333329
2006,0,0,0,00:01:06.86666666666666
2007,0,0,0,00:01:06.900000000000006
2008,0,0,0,00:01:06.933333333333337
2009,0,0,0,00:01:06.966666666666669
2010,0,0,0,00:01:07.0
2011,0,0,0,00:01:07.033333333333331
2012,0,0,0,00:01:07.066666666666663
2013,0,0,0,00:01:07.099999999999994
2014,0,0,0,00:01:07.133333333333326
2015,0,0,0,00:01:07.166666666666671
2016,0,0,0,00:01:07.200000000000003
2017,0,0,0,00:01:07.233333333333334
2018,0,0,0,00:01:07.266666666666666
2019,0,0,0,00:01:07.299999999999997
2020,0,0,0,00:01:07.333333333333329
2021,0,0,0,00:01:07.36666666666666
2022,0,0,0,00:01:07.400000000000006
2023,0,0,0,00:01:07.433333333333337
2024,0,0,0,00:01:07.466666666666669
2025,0,0,0,00:01:07.5
2026,0,0,0,00:01:07.533333333333331
2027,0,0,0,00:01:07.566666666666663
2028,0,0,0,00:01:07.599999999999994
2029,0,0,0,00:01:07.633333333333326
2030,0,0,0,00:01:07.666666666666671
2031,0,0,0,00:01:07.700000000000003
2032,0,0,0,00:01:07.733333333333334
2033,0,0,0,00:01:07.766666666666666
2034,0,0,0,00:01:07.799999999999997
2035,0,0,0,00:01:07.833333333333329
2036,0,0,0,00:01:07.86666666666666
2037,0,0,0,00:01:07.900000000000006
2038,0,0,0,00:01:07.933333333333337
